Артикул продукции,Наименование продукции,Цех,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
330012233574,Железная штука №330012233574,555,0.0,0.0,538.0,645.0,0.0,614.0,0.0,0.0,0.0,0.0,1212.0,0.0,0.0,0.0,795.0,0.0,0.0,1517.0,595.0,1627.0,0.0,1370.0,719.0,1619.0,0.0,0.0,0.0,1300.0,0.0,2533.0,1416.0,932.0,2166.0,0.0,0.0,0.0
330012233575,Железная штука №330012233575,511,806.0,0.0,1227.0,537.0,2187.0,0.0,0.0,0.0,0.0,0.0,538.0,72.0,419.0,1909.0,0.0,0.0,1515.0,0.0,2597.0,0.0,1121.0,0.0,402.0,2707.0,217.0,0.0,0.0,1205.0,1343.0,0.0,0.0,0.0,1822.0,0.0,3212.0,0.0
330012233575,Железная штука №330012233575,522,0.0,3441.0,0.0,327.0,0.0,0.0,0.0,821.0,0.0,0.0,0.0,1735.0,2457.0,778.0,5961.0,0.0,691.0,1743.0,0.0,1102.0,0.0,840.0,0.0,0.0,0.0,487.0,1164.0,258.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233575,Железная штука №330012233575,533,0.0,1179.0,2727.0,317.0,0.0,2157.0,2863.0,0.0,0.0,1229.0,2371.0,1715.0,0.0,0.0,155.0,740.0,1795.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.0,1438.0,49.0
330012233575,Железная штука №330012233575,544,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,932.0,1077.0,1818.0,214.0,3770.0,2119.0,2461.0,0.0,0.0,0.0,0.0,0.0,810.0,0.0,0.0,1789.0,518.0,0.0,0.0,348.0,2146.0
330012233575,Железная штука №330012233575,555,235.0,0.0,0.0,0.0,0.0,262.0,2277.0,701.0,140.0,897.0,763.0,0.0,219.0,741.0,296.0,394.0,503.0,0.0,728.0,0.0,2805.0,0.0,1605.0,0.0,0.0,775.0,672.0,634.0,1510.0,0.0,0.0,0.0,335.0,0.0,0.0,239.0
330012233576,Железная штука №330012233576,511,0.0,0.0,521.0,987.0,0.0,0.0,0.0,1322.0,816.0,1240.0,0.0,0.0,0.0,0.0,0.0,891.0,1016.0,1394.0,162.0,168.0,3288.0,844.0,0.0,0.0,0.0,0.0,1857.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,1220.0,2579.0
330012233576,Железная штука №330012233576,522,640.0,629.0,290.0,0.0,0.0,173.0,226.0,0.0,989.0,780.0,0.0,0.0,1640.0,965.0,0.0,0.0,0.0,1434.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,1570.0,0.0,802.0,0.0,0.0,0.0,1380.0,1692.0,0.0,1132.0,198.0
330012233576,Железная штука №330012233576,533,1561.0,0.0,2547.0,1820.0,2335.0,1296.0,642.0,431.0,908.0,0.0,455.0,0.0,0.0,0.0,1895.0,0.0,1340.0,0.0,0.0,0.0,1432.0,0.0,500.0,0.0,911.0,1478.0,0.0,0.0,275.0,195.0,2237.0,0.0,0.0,0.0,0.0,0.0
330012233576,Железная штука №330012233576,544,0.0,0.0,258.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,1062.0,0.0,146.0,1756.0,0.0,718.0,2417.0,0.0,0.0,0.0,0.0,161.0,534.0,54.0,0.0,0.0,1483.0,1097.0,1637.0,0.0,341.0,0.0,380.0,335.0,0.0
330012233576,Железная штука №330012233576,555,301.0,2880.0,437.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,0.0,1023.0,0.0,0.0,1866.0,4834.0,0.0,798.0,0.0,3464.0,566.0,1021.0,518.0,0.0,0.0,0.0,1043.0,176.0,956.0,1340.0,0.0,0.0
330012233577,Железная штука №330012233577,511,1612.0,0.0,0.0,0.0,1112.0,0.0,0.0,0.0,261.0,1730.0,857.0,0.0,2252.0,0.0,0.0,59.0,1310.0,301.0,0.0,0.0,0.0,435.0,0.0,0.0,217.0,1030.0,0.0,0.0,0.0,0.0,895.0,0.0,364.0,0.0,0.0,0.0
330012233577,Железная штука №330012233577,522,0.0,0.0,0.0,1527.0,0.0,0.0,2196.0,1517.0,1644.0,1595.0,1067.0,1012.0,0.0,1181.0,486.0,0.0,0.0,0.0,2852.0,122.0,0.0,403.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.0,2047.0,481.0,530.0
330012233577,Железная штука №330012233577,533,1052.0,0.0,0.0,712.0,0.0,0.0,603.0,2611.0,1030.0,0.0,0.0,0.0,0.0,252.0,0.0,922.0,0.0,539.0,0.0,0.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,1537.0,0.0,386.0,1726.0,1043.0,826.0,0.0,0.0,0.0
330012233577,Железная штука №330012233577,544,964.0,520.0,1684.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,416.0,452.0,1709.0,0.0,0.0,2117.0,1271.0,0.0,0.0,0.0,45.0,1847.0,276.0,1192.0,1841.0,0.0,0.0,0.0,0.0,0.0,1230.0,0.0,707.0,0.0,0.0,834.0
330012233577,Железная штука №330012233577,555,0.0,2075.0,1234.0,0.0,0.0,903.0,1803.0,689.0,0.0,506.0,0.0,0.0,1311.0,0.0,1760.0,0.0,281.0,0.0,1084.0,0.0,0.0,226.0,0.0,0.0,1254.0,0.0,1460.0,0.0,709.0,642.0,0.0,202.0,0.0,0.0,292.0,643.0
330012233578,Железная штука №330012233578,511,189.0,0.0,2553.0,0.0,0.0,0.0,0.0,2934.0,155.0,0.0,88.0,0.0,0.0,1835.0,0.0,1849.0,1237.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,272.0,210.0,0.0,0.0,0.0,0.0,0.0,2572.0,0.0,639.0,1437.0,0.0
330012233578,Железная штука №330012233578,522,0.0,1954.0,0.0,0.0,0.0,0.0,0.0,1008.0,2358.0,0.0,0.0,0.0,647.0,0.0,0.0,0.0,3084.0,0.0,0.0,556.0,1051.0,0.0,0.0,0.0,0.0,0.0,1779.0,2475.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0
330012233578,Железная штука №330012233578,533,1598.0,614.0,1575.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,1066.0,3264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,199.0,241.0,0.0,0.0,0.0,0.0,0.0,102.0,1020.0,1809.0,1386.0,0.0,525.0,0.0,548.0,0.0
330012233578,Железная штука №330012233578,544,2004.0,959.0,0.0,1842.0,1463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,1074.0,0.0,142.0,2750.0,904.0,0.0,160.0,0.0,0.0,0.0
330012233578,Железная штука №330012233578,555,0.0,1808.0,0.0,0.0,3192.0,376.0,0.0,0.0,0.0,0.0,0.0,1022.0,0.0,0.0,2351.0,794.0,0.0,0.0,0.0,1470.0,323.0,1165.0,0.0,2263.0,0.0,1845.0,0.0,0.0,557.0,939.0,174.0,0.0,0.0,0.0,0.0,0.0
330012233579,Железная штука №330012233579,511,294.0,0.0,151.0,144.0,653.0,271.0,2766.0,421.0,2144.0,0.0,0.0,210.0,0.0,1146.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,2111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,0.0,1239.0,0.0,0.0,534.0,744.0
330012233579,Железная штука №330012233579,522,942.0,722.0,0.0,0.0,0.0,548.0,0.0,0.0,0.0,2178.0,0.0,325.0,0.0,2491.0,846.0,0.0,629.0,0.0,696.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,858.0,0.0,0.0,0.0,1961.0,365.0,0.0,1406.0,1137.0,0.0
330012233579,Железная штука №330012233579,533,0.0,1385.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,538.0,1299.0,0.0,534.0,0.0,1564.0,0.0,0.0,553.0,0.0,1680.0,2377.0,1144.0,1673.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,202.0,1968.0,2917.0,681.0
330012233579,Железная штука №330012233579,544,3510.0,0.0,0.0,0.0,0.0,0.0,241.0,216.0,645.0,184.0,0.0,0.0,432.0,620.0,437.0,336.0,832.0,0.0,201.0,493.0,0.0,1565.0,0.0,0.0,318.0,1560.0,3460.0,0.0,0.0,0.0,0.0,96.0,1288.0,0.0,0.0,0.0
330012233579,Железная штука №330012233579,555,1572.0,0.0,0.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,6599.0,0.0,711.0,1100.0,0.0,613.0,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,506.0,0.0,707.0,0.0,0.0,2662.0,0.0
330012233580,Железная штука №330012233580,511,0.0,0.0,809.0,1995.0,1751.0,0.0,0.0,0.0,0.0,51.0,1611.0,0.0,0.0,0.0,0.0,1112.0,0.0,305.0,1877.0,0.0,0.0,674.0,0.0,293.0,0.0,0.0,352.0,0.0,0.0,1685.0,0.0,0.0,0.0,0.0,340.0,1452.0
330012233580,Железная штука №330012233580,522,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,1493.0,421.0,0.0,0.0,792.0,0.0,0.0,0.0,879.0,338.0,0.0,2400.0,0.0,0.0,0.0,164.0,1726.0,0.0,0.0,1216.0,0.0,0.0,0.0,0.0,0.0
330012233580,Железная штука №330012233580,533,0.0,1671.0,0.0,2519.0,1026.0,0.0,0.0,1710.0,0.0,1039.0,0.0,0.0,0.0,1873.0,0.0,2829.0,0.0,0.0,1973.0,0.0,362.0,1493.0,0.0,3287.0,0.0,0.0,986.0,181.0,0.0,0.0,0.0,687.0,0.0,3533.0,0.0,610.0
330012233580,Железная штука №330012233580,544,0.0,0.0,926.0,0.0,550.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,984.0,3397.0,509.0,0.0,0.0,757.0,0.0,1606.0,0.0,155.0,0.0,0.0,0.0,919.0,1903.0,1238.0,0.0,0.0,1826.0,0.0,0.0,0.0
330012233580,Железная штука №330012233580,555,0.0,0.0,332.0,132.0,823.0,0.0,0.0,0.0,0.0,538.0,1978.0,0.0,0.0,0.0,350.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,240.0,1078.0,0.0
330012233581,Железная штука №330012233581,511,0.0,575.0,0.0,0.0,0.0,0.0,534.0,0.0,0.0,2384.0,525.0,1216.0,679.0,1140.0,171.0,341.0,250.0,900.0,577.0,462.0,0.0,0.0,2887.0,0.0,1939.0,1265.0,2372.0,0.0,0.0,0.0,272.0,0.0,125.0,2136.0,0.0,3003.0
330012233581,Железная штука №330012233581,522,411.0,0.0,0.0,0.0,0.0,0.0,1267.0,684.0,0.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,2213.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,2104.0,539.0,0.0,0.0,1592.0,962.0,2485.0,347.0,0.0,0.0,779.0,0.0
330012233581,Железная штука №330012233581,533,1776.0,253.0,0.0,0.0,1501.0,144.0,0.0,0.0,0.0,0.0,128.0,409.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,1823.0,0.0,0.0,0.0,0.0,0.0,1153.0
330012233581,Железная штука №330012233581,544,1515.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,622.0,102.0,0.0,1015.0,785.0,405.0,1193.0,0.0,1696.0,0.0,0.0,0.0,0.0,451.0,2495.0,0.0,1431.0,0.0,4486.0,0.0,417.0,0.0,1352.0,163.0,0.0,1870.0,0.0
330012233581,Железная штука №330012233581,555,251.0,726.0,137.0,260.0,1121.0,0.0,2899.0,272.0,0.0,3719.0,3770.0,490.0,690.0,514.0,339.0,0.0,1100.0,691.0,0.0,0.0,0.0,0.0,499.0,0.0,1157.0,916.0,0.0,0.0,0.0,507.0,2244.0,0.0,0.0,0.0,1281.0,0.0
330012233582,Железная штука №330012233582,511,0.0,0.0,0.0,0.0,0.0,710.0,0.0,0.0,518.0,0.0,0.0,1983.0,392.0,79.0,753.0,970.0,0.0,0.0,0.0,0.0,400.0,68.0,0.0,0.0,0.0,2073.0,3205.0,1138.0,0.0,1714.0,1159.0,0.0,0.0,213.0,1888.0,0.0
330012233582,Железная штука №330012233582,522,391.0,0.0,0.0,334.0,708.0,0.0,0.0,527.0,0.0,0.0,827.0,82.0,0.0,0.0,1858.0,0.0,0.0,1055.0,0.0,338.0,0.0,1876.0,362.0,2409.0,0.0,1551.0,0.0,0.0,0.0,1181.0,451.0,0.0,0.0,0.0,0.0,0.0
330012233582,Железная штука №330012233582,533,1208.0,0.0,0.0,527.0,770.0,0.0,0.0,318.0,683.0,1458.0,0.0,0.0,219.0,0.0,0.0,0.0,423.0,941.0,0.0,496.0,218.0,0.0,0.0,0.0,2692.0,928.0,0.0,268.0,2133.0,0.0,253.0,927.0,960.0,462.0,1836.0,566.0
330012233582,Железная штука №330012233582,544,0.0,0.0,878.0,0.0,2960.0,0.0,0.0,407.0,4530.0,0.0,0.0,742.0,0.0,230.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,2003.0,1343.0,900.0,0.0,0.0,0.0,1455.0,790.0,1240.0,0.0,845.0,231.0,0.0,0.0,134.0
330012233582,Железная штука №330012233582,555,138.0,1067.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,199.0,0.0,0.0,0.0,619.0,0.0,2544.0,0.0,1406.0,0.0,0.0,0.0,1129.0,0.0,0.0,276.0,813.0,0.0,0.0,421.0,1386.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233583,Железная штука №330012233583,511,0.0,0.0,0.0,0.0,0.0,1419.0,0.0,0.0,2977.0,0.0,1386.0,2067.0,0.0,0.0,573.0,0.0,2374.0,0.0,675.0,0.0,0.0,1760.0,0.0,0.0,410.0,3336.0,0.0,1045.0,0.0,209.0,375.0,0.0,0.0,1283.0,1710.0,0.0
330012233583,Железная штука №330012233583,522,1509.0,0.0,0.0,1224.0,0.0,1659.0,0.0,388.0,637.0,570.0,935.0,851.0,3140.0,0.0,0.0,0.0,359.0,86.0,0.0,314.0,223.0,0.0,0.0,0.0,1309.0,0.0,376.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330012233583,Железная штука №330012233583,533,498.0,2120.0,899.0,100.0,203.0,0.0,670.0,701.0,0.0,838.0,0.0,0.0,0.0,0.0,1655.0,475.0,95.0,0.0,0.0,272.0,2125.0,0.0,0.0,84.0,0.0,0.0,1873.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0
330012233583,Железная штука №330012233583,544,721.0,0.0,0.0,648.0,2572.0,0.0,257.0,367.0,0.0,0.0,1899.0,0.0,660.0,287.0,2158.0,0.0,0.0,0.0,2741.0,0.0,3083.0,0.0,1731.0,395.0,0.0,180.0,0.0,0.0,209.0,871.0,0.0,0.0,1868.0,205.0,1125.0,570.0
330012233583,Железная штука №330012233583,555,0.0,0.0,0.0,199.0,0.0,308.0,215.0,377.0,548.0,0.0,623.0,2104.0,2559.0,0.0,0.0,312.0,0.0,1164.0,0.0,0.0,1482.0,913.0,0.0,0.0,722.0,0.0,0.0,0.0,1759.0,0.0,0.0,0.0,0.0,2898.0,2208.0,271.0
330012233584,Железная штука №330012233584,511,0.0,0.0,0.0,914.0,0.0,0.0,613.0,2318.0,0.0,1436.0,621.0,0.0,0.0,646.0,650.0,0.0,605.0,914.0,942.0,1762.0,0.0,253.0,0.0,330.0,617.0,0.0,2777.0,0.0,675.0,0.0,0.0,0.0,183.0,0.0,903.0,998.0
330012233584,Железная штука №330012233584,522,0.0,0.0,0.0,0.0,0.0,1017.0,1421.0,0.0,0.0,0.0,0.0,0.0,1253.0,1184.0,0.0,218.0,596.0,0.0,956.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,1074.0,529.0,300.0,434.0,0.0,245.0,0.0,1296.0,0.0
330012233584,Железная штука №330012233584,533,416.0,1353.0,0.0,406.0,0.0,709.0,416.0,513.0,0.0,0.0,0.0,0.0,1300.0,0.0,553.0,224.0,0.0,1380.0,178.0,2114.0,0.0,502.0,1702.0,0.0,1824.0,507.0,0.0,0.0,0.0,1234.0,0.0,876.0,185.0,0.0,0.0,0.0
330012233584,Железная штука №330012233584,544,0.0,1921.0,0.0,264.0,0.0,0.0,0.0,939.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,0.0,764.0,0.0,0.0,0.0,1441.0,0.0,1856.0,213.0,0.0,107.0,0.0,465.0,0.0,0.0,0.0,531.0,455.0,607.0
330012233584,Железная штука №330012233584,555,0.0,0.0,0.0,0.0,757.0,628.0,1006.0,48.0,0.0,725.0,0.0,0.0,2572.0,0.0,0.0,0.0,1103.0,0.0,0.0,1333.0,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,1704.0,0.0,321.0,0.0,0.0,620.0,0.0,0.0
330012233585,Железная штука №330012233585,511,0.0,0.0,0.0,2248.0,0.0,0.0,0.0,0.0,342.0,576.0,0.0,0.0,0.0,1016.0,700.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,1930.0,768.0,336.0,2273.0,275.0,1749.0,0.0,728.0,288.0,0.0,0.0
330012233585,Железная штука №330012233585,522,0.0,0.0,2857.0,1521.0,797.0,0.0,0.0,158.0,263.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,4639.0,383.0,1339.0,0.0,0.0,0.0,0.0,0.0,387.0,1294.0,434.0,452.0,634.0,0.0,2329.0,213.0,0.0,0.0,0.0,628.0
330012233585,Железная штука №330012233585,533,1479.0,0.0,412.0,0.0,0.0,2150.0,128.0,0.0,0.0,0.0,0.0,2081.0,1523.0,960.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,1326.0,0.0,0.0,0.0,727.0,0.0,826.0,1975.0,0.0,274.0,0.0,0.0,3446.0
330012233585,Железная штука №330012233585,544,0.0,0.0,0.0,194.0,1542.0,2284.0,0.0,1649.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,1121.0,0.0,0.0,0.0
330012233585,Железная штука №330012233585,555,0.0,563.0,0.0,2128.0,0.0,2033.0,965.0,1306.0,0.0,731.0,0.0,4409.0,0.0,452.0,1543.0,1013.0,0.0,948.0,803.0,598.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,2657.0,275.0,1816.0,0.0,0.0,0.0,0.0
330012233586,Железная штука №330012233586,511,0.0,0.0,0.0,0.0,851.0,0.0,782.0,0.0,0.0,490.0,49.0,0.0,0.0,2391.0,0.0,663.0,911.0,0.0,373.0,1712.0,0.0,0.0,1573.0,0.0,1058.0,965.0,1055.0,0.0,0.0,0.0,0.0,447.0,651.0,258.0,1133.0,439.0
330012233586,Железная штука №330012233586,522,0.0,677.0,0.0,464.0,0.0,1161.0,0.0,3044.0,0.0,332.0,0.0,0.0,216.0,2213.0,118.0,1111.0,0.0,0.0,1875.0,1050.0,0.0,0.0,1144.0,2151.0,112.0,1199.0,1455.0,0.0,2818.0,108.0,3475.0,654.0,0.0,1264.0,0.0,0.0
330012233586,Железная штука №330012233586,533,1312.0,0.0,0.0,611.0,1518.0,1309.0,0.0,0.0,0.0,0.0,2736.0,1847.0,0.0,1368.0,1089.0,0.0,2263.0,128.0,0.0,1160.0,1303.0,0.0,0.0,0.0,0.0,364.0,0.0,844.0,0.0,0.0,0.0,0.0,1374.0,0.0,0.0,617.0
330012233586,Железная штука №330012233586,544,2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817.0,1954.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.0,1479.0,2646.0,0.0,0.0,1065.0,336.0,566.0,0.0,792.0,0.0,1821.0,652.0,418.0,0.0,0.0,0.0,615.0,0.0
330012233586,Железная штука №330012233586,555,0.0,0.0,940.0,0.0,0.0,516.0,0.0,2273.0,756.0,94.0,0.0,562.0,675.0,0.0,0.0,1947.0,2306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0
330012233587,Железная штука №330012233587,511,0.0,2033.0,0.0,0.0,0.0,1012.0,0.0,933.0,721.0,274.0,0.0,0.0,0.0,1188.0,0.0,0.0,0.0,0.0,556.0,0.0,286.0,0.0,0.0,0.0,0.0,2115.0,2566.0,0.0,0.0,0.0,0.0,3122.0,0.0,0.0,1594.0,1385.0
330012233587,Железная штука №330012233587,522,0.0,0.0,0.0,0.0,300.0,0.0,0.0,785.0,0.0,1263.0,1348.0,0.0,539.0,1071.0,586.0,0.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,562.0,0.0,0.0
330012233587,Железная штука №330012233587,533,656.0,0.0,0.0,647.0,0.0,958.0,0.0,1054.0,709.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,2514.0,372.0,2582.0,0.0,0.0,2162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,323.0,1111.0,271.0,0.0,0.0
330012233587,Железная штука №330012233587,544,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,1102.0,0.0,0.0,161.0,0.0,0.0,98.0,311.0,0.0,907.0,939.0,1867.0,2188.0,0.0,2773.0,1871.0,0.0,168.0,0.0,1383.0,0.0,1460.0,0.0,1702.0,264.0,942.0,1222.0,0.0
330012233587,Железная штука №330012233587,555,0.0,0.0,0.0,483.0,2496.0,0.0,0.0,581.0,0.0,2182.0,0.0,1049.0,1521.0,0.0,663.0,621.0,0.0,155.0,0.0,0.0,2378.0,0.0,654.0,1442.0,0.0,0.0,682.0,880.0,1922.0,668.0,0.0,0.0,0.0,599.0,198.0,0.0
330012233588,Железная штука №330012233588,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,271.0,1355.0,1080.0,1608.0,2698.0,0.0,0.0,1081.0,730.0,0.0,0.0,0.0,1454.0,0.0,424.0,0.0,784.0,0.0,0.0,996.0,76.0,1628.0,1595.0,1808.0,0.0,680.0,421.0,3044.0
330012233588,Железная штука №330012233588,522,0.0,0.0,682.0,0.0,2086.0,0.0,248.0,413.0,158.0,0.0,690.0,0.0,563.0,0.0,1457.0,530.0,824.0,0.0,0.0,0.0,473.0,1381.0,0.0,125.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,2568.0,0.0,0.0,0.0
330012233588,Железная штука №330012233588,533,0.0,137.0,0.0,0.0,630.0,230.0,1334.0,0.0,0.0,0.0,0.0,781.0,987.0,0.0,1748.0,223.0,0.0,0.0,1095.0,455.0,621.0,0.0,187.0,0.0,455.0,0.0,1980.0,0.0,593.0,218.0,449.0,264.0,733.0,0.0,362.0,1324.0
330012233588,Железная штука №330012233588,544,0.0,0.0,0.0,0.0,1045.0,0.0,471.0,1013.0,0.0,0.0,0.0,0.0,2061.0,0.0,0.0,0.0,837.0,0.0,0.0,0.0,0.0,1298.0,265.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,1277.0,565.0,0.0,0.0
330012233588,Железная штука №330012233588,555,0.0,0.0,1017.0,0.0,0.0,0.0,1568.0,0.0,0.0,113.0,766.0,0.0,0.0,0.0,0.0,2884.0,0.0,1228.0,690.0,2328.0,2479.0,0.0,1560.0,543.0,0.0,1846.0,632.0,993.0,325.0,0.0,0.0,0.0,0.0,1045.0,2028.0,0.0
330012233589,Железная штука №330012233589,511,1741.0,247.0,1952.0,817.0,0.0,0.0,2258.0,0.0,0.0,661.0,281.0,0.0,369.0,0.0,157.0,0.0,0.0,0.0,490.0,0.0,760.0,123.0,0.0,0.0,0.0,1922.0,0.0,0.0,0.0,601.0,1261.0,0.0,1180.0,430.0,0.0,138.0
330012233589,Железная штука №330012233589,522,0.0,0.0,0.0,0.0,1399.0,2384.0,0.0,0.0,0.0,70.0,2375.0,0.0,0.0,274.0,0.0,0.0,296.0,0.0,0.0,0.0,917.0,1154.0,1648.0,0.0,1170.0,1824.0,0.0,2565.0,0.0,435.0,1924.0,0.0,0.0,128.0,557.0,0.0
330012233589,Железная штука №330012233589,533,0.0,471.0,537.0,1653.0,0.0,1997.0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,1624.0,1201.0,0.0,0.0,1151.0,0.0,0.0,1486.0,288.0,695.0,0.0,2137.0,0.0,1479.0,0.0,0.0,0.0,555.0
330012233589,Железная штука №330012233589,544,0.0,413.0,1741.0,730.0,3866.0,168.0,950.0,1837.0,786.0,172.0,0.0,989.0,1139.0,187.0,863.0,1772.0,0.0,2267.0,1206.0,0.0,0.0,155.0,512.0,0.0,116.0,457.0,0.0,0.0,0.0,221.0,0.0,0.0,899.0,0.0,1511.0,1712.0
330012233589,Железная штука №330012233589,555,1251.0,0.0,1801.0,1408.0,986.0,0.0,0.0,0.0,2785.0,0.0,0.0,585.0,478.0,0.0,1406.0,1613.0,223.0,0.0,0.0,0.0,165.0,499.0,0.0,0.0,338.0,0.0,0.0,866.0,0.0,0.0,0.0,2015.0,0.0,0.0,0.0,1994.0
330012233590,Железная штука №330012233590,511,0.0,0.0,0.0,0.0,1994.0,650.0,0.0,1312.0,0.0,861.0,1398.0,372.0,0.0,0.0,572.0,0.0,0.0,407.0,313.0,1548.0,0.0,0.0,3354.0,932.0,2580.0,1000.0,1621.0,0.0,0.0,513.0,1486.0,0.0,768.0,0.0,696.0,0.0
330012233590,Железная штука №330012233590,522,0.0,0.0,0.0,0.0,0.0,801.0,0.0,2351.0,1238.0,0.0,0.0,0.0,0.0,1946.0,0.0,0.0,0.0,0.0,159.0,701.0,393.0,887.0,0.0,2126.0,1081.0,0.0,1022.0,1028.0,939.0,668.0,1553.0,0.0,0.0,0.0,0.0,0.0
330012233590,Железная штука №330012233590,533,0.0,2671.0,0.0,2149.0,1449.0,0.0,0.0,0.0,1425.0,152.0,0.0,0.0,0.0,406.0,0.0,768.0,1561.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,0.0,0.0,2007.0,0.0,624.0,0.0,1537.0,1578.0,2681.0,826.0,925.0
330012233590,Железная штука №330012233590,544,127.0,340.0,2052.0,0.0,854.0,0.0,2806.0,0.0,1000.0,0.0,0.0,3558.0,0.0,0.0,251.0,1654.0,0.0,0.0,0.0,0.0,168.0,0.0,1598.0,0.0,0.0,1213.0,1692.0,888.0,580.0,1892.0,634.0,1469.0,378.0,3184.0,0.0,0.0
330012233590,Железная штука №330012233590,555,0.0,0.0,0.0,0.0,1614.0,1354.0,0.0,282.0,0.0,0.0,1898.0,0.0,709.0,0.0,0.0,3459.0,0.0,0.0,0.0,0.0,0.0,1350.0,2015.0,1876.0,0.0,747.0,0.0,0.0,1324.0,0.0,978.0,3574.0,2395.0,1600.0,0.0,455.0
